date,description,merchant,amount,type,payment_method,source,category,description_clean
2024-02-11,Apollo Pharmacy medicines,Apollo Pharmacy,4957.68,expense,Cash,excel_import,Healthcare,apollo pharmacy medicines
2024-02-12,UPI-Netflix-23044,Netflix,1470.65,expense,Net Banking,manual,Entertainment,upi-netflix-23044
2024-02-12,Payment to Yatra,Yatra,22916.31,expense,Net Banking,excel_import,Travel,payment to yatra
2024-02-12,UPI-Local Coaching Center-16775,Local Coaching Center,7121.01,expense,UPI,manual,Education,upi-local coaching center-16775
2024-02-12,Monthly rent payment,Housing Society,21697.25,expense,Net Banking,excel_import,Rent,monthly rent payment
2024-02-13,Big Bazaar purchase,Big Bazaar,5514.5,expense,UPI,csv_import,Shopping,big bazaar purchase
2024-02-13,UPI-Local Coaching Center-59258,Local Coaching Center,10915.59,expense,Net Banking,manual,Education,upi-local coaching center-59258
2024-02-13,Payment to Dominos,Dominos,1049.8,expense,Cash,manual,Food,payment to dominos
2024-02-13,Payment to KFC,KFC,730.81,expense,Cash,csv_import,Food,payment to kfc
2024-02-13,Auto-debit BSES Electricity,BSES Electricity,1893.16,expense,Auto Debit,excel_import,Bills & Utilities,auto-debit bses electricity
2024-02-14,Auto-debit BSES Electricity,BSES Electricity,2315.93,expense,UPI,csv_import,Bills & Utilities,auto-debit bses electricity
2024-02-14,Landlord Transfer rent transfer,Landlord Transfer,32511.76,expense,Net Banking,csv_import,Rent,landlord transfer rent transfer
2024-02-15,POS-Flipkart-75029,Flipkart,4597.17,expense,UPI,manual,Shopping,pos-flipkart-75029
2024-02-15,Local Kirana Store order #23235,Local Kirana Store,2591.69,expense,Cash,excel_import,Groceries,local kirana store order #23235
2024-02-15,Cleartrip booking,Cleartrip,22027.74,expense,Net Banking,excel_import,Travel,cleartrip booking
2024-02-15,zepto delivery   ,Zepto,954.9,expense,Cash,manual,Groceries,zepto delivery
2024-02-15,HP Petrol Pump trip,HP Petrol Pump,2447.37,expense,Card,csv_import,Transport,hp petrol pump trip
2024-02-15,UPI-Steam-13616,Steam,204.8,expense,Card,excel_import,Entertainment,upi-steam-13616
2024-02-15,Rent - NoBroker Rent Pay,NoBroker Rent Pay,32953.76,expense,Net Banking,manual,Rent,rent - nobroker rent pay
2024-02-16,Apollo Pharmacy purchase,Apollo Pharmacy,4750.45,expense,Cash,csv_import,Healthcare,apollo pharmacy purchase
2024-02-16,Fuel - Metro Card Recharge,Metro Card Recharge,1428.19,expense,UPI,excel_import,Transport,fuel - metro card recharge
2024-02-16,1mg consultation fee,1mg,1219.16,expense,Card,csv_import,Healthcare,1mg consultation fee
2024-02-16,Payment to Coursera,Coursera,10321.86,expense,Net Banking,csv_import,Education,payment to coursera
2024-02-16,INOX monthly plan,INOX,1373.97,expense,Net Banking,excel_import,Entertainment,inox monthly plan
2024-02-17,Decathlon purchase,Decathlon,6900.36,expense,Card,excel_import,Shopping,decathlon purchase
2024-02-17,Payment to Haldiram's,Haldiram's,265.81,expense,UPI,csv_import,Food,payment to haldirams
2024-02-17,Swiggy order #28899,Swiggy,841.22,expense,Cash,csv_import,Food,swiggy order #28899
2024-02-18,UPI-Indian Oil-49052,Indian Oil,450.26,expense,Cash,excel_import,Transport,upi-indian oil-49052
2024-02-18,Auto-debit Vodafone Idea,Vodafone Idea,2968.63,expense,Auto Debit,excel_import,Bills & Utilities,auto-debit vodafone idea
2024-02-18,Payment to Reliance Trends,Reliance Trends,7994.24,expense,UPI,csv_import,Shopping,payment to reliance trends
2024-02-18,Payment to MedPlus,MedPlus,3027.61,expense,Cash,csv_import,Healthcare,payment to medplus
2024-02-18,Zepto delivery,Zepto,1553.55,expense,Cash,csv_import,Groceries,zepto delivery
2024-02-19,POS-Reliance Trends-47254,Reliance Trends,594.22,expense,UPI,excel_import,Shopping,pos-reliance trends-47254
2024-02-19,Rent - Landlord Transfer,Landlord Transfer,25098.85,expense,Net Banking,manual,Rent,rent - landlord transfer
2024-02-19,KFC order #96405,KFC,515.13,expense,Card,csv_import,Food,kfc order #96405
2024-02-19,Amazon Prime movie tickets,Amazon Prime,1258.02,expense,Net Banking,csv_import,Entertainment,amazon prime movie tickets
2024-02-19,Urban Company service,Urban Company,616.07,expense,Cash,csv_import,Personal Care,urban company service
2024-02-19,Reliance Fresh monthly groceries,Reliance Fresh,2794.48,expense,UPI,excel_import,Groceries,reliance fresh monthly groceries
2024-02-20,Starbucks order #51667,Starbucks,262.46,expense,Cash,manual,Food,starbucks order #51667
2024-02-20,  Gym Membership service,Gym Membership,377.43,expense,UPI,manual,Personal Care,gym membership service
2024-02-20,Local Restaurant online order,Local Restaurant,944.64,expense,UPI,excel_import,Food,local restaurant online order
2024-02-20,Fuel - Metro Card Recharge,Metro Card Recharge,947.22,expense,UPI,excel_import,Transport,fuel - metro card recharge
2024-02-20,Fortis Hospital consultation fee,Fortis Hospital,678.11,expense,Card,manual,Healthcare,fortis hospital consultation fee
2024-02-20,Municipal Water Board postpaid bill,Municipal Water Board,3366.93,expense,UPI,csv_import,Bills & Utilities,municipal water board postpaid bill
2024-02-20,Ajio purchase,Ajio,5862.7,expense,Card,excel_import,Shopping,ajio purchase
2024-02-21,Payment to Gym Membership,Gym Membership,2075.54,expense,Cash,manual,Personal Care,payment to gym membership
2024-02-21,Blinkit monthly groceries,Blinkit,2910.88,expense,UPI,manual,Groceries,blinkit monthly groceries
2024-02-21,Swiggy online order,Swiggy,390.24,expense,Cash,excel_import,Food,swiggy online order
2024-02-21,School Fee Office tuition fee,School Fee Office,3562.95,expense,UPI,manual,Education,school fee office tuition fee
2024-02-22,Dominos food delivery,Dominos,946.5,expense,Cash,excel_import,Food,dominos food delivery
2024-02-22,Health & Glow service,Health & Glow,2759.68,expense,Cash,excel_import,Personal Care,health  glow service
2024-02-22,UPI-Spotify-55017,Spotify,378.37,expense,UPI,excel_import,Entertainment,upi-spotify-55017
2024-02-23,POS-Amazon-4175,Amazon,5214.64,expense,Net Banking,manual,Shopping,pos-amazon-4175
2024-02-23,Big Bazaar purchase,Big Bazaar,5772.31,expense,UPI,manual,Shopping,big bazaar purchase
2024-02-23,UPI-McDonalds-48383,McDonalds,346.61,expense,UPI,csv_import,Food,upi-mcdonalds-48383
2024-02-23,Zepto delivery,Zepto,3759.73,expense,Cash,csv_import,Groceries,zepto delivery
2024-02-24,OYO Rooms hotel booking,OYO Rooms,7907.75,expense,Net Banking,excel_import,Travel,oyo rooms hotel booking
2024-02-24,UPI-IRCTC-31268,IRCTC,1508.81,expense,UPI,excel_import,Transport,upi-irctc-31268
2024-02-24,Payment to Reliance Trends,Reliance Trends,3158.62,expense,UPI,manual,Shopping,payment to reliance trends
2024-02-24,Cafe Coffee Day online order,Cafe Coffee Day,189.41,expense,UPI,manual,Food,cafe coffee day online order
2024-02-24,UPI-Nykaa-37059,Nykaa,1486.2,expense,Card,manual,Personal Care,upi-nykaa-37059
2024-02-25,UPI-Local Kirana Store-28973,Local Kirana Store,1188.27,expense,UPI,excel_import,Groceries,upi-local kirana store-28973
2024-02-25,Fuel - IRCTC,IRCTC,1740.38,expense,UPI,csv_import,Transport,fuel - irctc
2024-02-25,Cafe Coffee Day dine in,Cafe Coffee Day,290.09,expense,Card,excel_import,Food,cafe coffee day dine in
2024-02-25,Decathlon online shopping,Decathlon,864.97,expense,Net Banking,manual,Shopping,decathlon online shopping
2024-02-25,Airtel monthly bill,Airtel,1377.3,expense,UPI,excel_import,Bills & Utilities,airtel monthly bill
2024-02-25,Grocery - DMart,DMart,3938.75,expense,UPI,csv_import,Groceries,grocery - dmart
2024-02-26,UPI-Health & Glow-21615,Health & Glow,876.84,expense,UPI,manual,Personal Care,upi-health  glow-21615
2024-02-26,Byju's tuition fee,Byju's,4999.4,expense,Card,excel_import,Education,byjus tuition fee
2024-02-27,Blinkit order #88851,Blinkit,1139.59,expense,UPI,csv_import,Groceries,blinkit order #88851
2024-02-27,Max Healthcare purchase,Max Healthcare,3252.2,expense,UPI,excel_import,Healthcare,max healthcare purchase
2024-02-27,Bharat Petroleum booking,Bharat Petroleum,137.98,expense,Card,csv_import,Transport,bharat petroleum booking
2024-02-28,UPI-Subway-64998,Subway,478.43,expense,Cash,csv_import,Food,upi-subway-64998
2024-02-28,Monthly salary - Infosys Salary,Infosys Salary,62400.0,income,NEFT,excel_import,Salary,monthly salary - infosys salary
2024-02-28,Payment to Cleartrip,Cleartrip,16494.41,expense,Net Banking,excel_import,Travel,payment to cleartrip
2024-02-28,UPI-Library-26277,Library,7422.16,expense,Card,manual,Education,upi-library-26277
2024-02-28,UPI-Netmeds-86233,Netmeds,4494.83,expense,UPI,excel_import,Healthcare,upi-netmeds-86233
2024-02-28,Auto-debit ACT Fibernet,ACT Fibernet,2024.31,expense,Net Banking,excel_import,Bills & Utilities,auto-debit act fibernet
2024-02-28,Monthly salary - Acme Corp Payroll,Acme Corp Payroll,66000.0,income,Bank Transfer,manual,Salary,monthly salary - acme corp payroll
2024-02-28,UPI-Rapido-32496,Rapido,2023.3,expense,Cash,csv_import,Transport,upi-rapido-32496
2024-02-28,NEFT-Acme Corp Payroll-44846,Acme Corp Payroll,91300.0,income,Bank Transfer,csv_import,Salary,neft-acme corp payroll-44846
2024-02-28,Big Bazaar purchase,Big Bazaar,7646.25,expense,Net Banking,csv_import,Shopping,big bazaar purchase
2024-02-29,LPG Gas Agency monthly bill,LPG Gas Agency,2365.45,expense,UPI,excel_import,Bills & Utilities,lpg gas agency monthly bill
2024-02-29,Zepto delivery,Zepto,1300.31,expense,UPI,excel_import,Groceries,zepto delivery
2024-02-29,Starbucks order #49929,Starbucks,572.07,expense,Cash,csv_import,Food,starbucks order #49929
2024-02-29,SPOTIFY MONTHLY PLAN,Spotify,1099.76,expense,UPI,manual,Entertainment,spotify monthly plan
2024-02-29,Health & Glow membership renewal,Health & Glow,449.09,expense,Cash,excel_import,Personal Care,health  glow membership renewal
2024-02-29,Auto-debit LPG Gas Agency,LPG Gas Agency,2935.72,expense,UPI,csv_import,Bills & Utilities,auto-debit lpg gas agency
2024-03-01,Salary credit March,TCS Salary,71600.0,income,Bank Transfer,manual,Salary,salary credit march
2024-03-01,DMart order #72172,DMart,2710.51,expense,UPI,csv_import,Groceries,dmart order #72172
2024-03-01,Monthly salary - Company Payroll,Company Payroll,32800.0,income,NEFT,manual,Salary,monthly salary - company payroll
2024-03-01,Reliance Trends order #25878,Reliance Trends,6506.05,expense,UPI,manual,Shopping,reliance trends order #25878
2024-03-01,Company Payroll salary,Company Payroll,88500.0,income,Bank Transfer,manual,Salary,company payroll salary
2024-03-01,HCL Salary salary,HCL Salary,47300.0,income,Bank Transfer,manual,Salary,hcl salary salary
2024-03-01,NEFT-Acme Corp Payroll-19245,Acme Corp Payroll,99500.0,income,NEFT,excel_import,Salary,neft-acme corp payroll-19245
2024-03-01,Payment to 1mg,1mg,3787.09,expense,Card,csv_import,Healthcare,payment to 1mg
2024-03-01,Monthly salary - Employer Pvt Ltd,Employer Pvt Ltd,88300.0,income,Bank Transfer,csv_import,Salary,monthly salary - employer pvt ltd
2024-03-01,Monthly salary - HCL Salary,HCL Salary,56600.0,income,Bank Transfer,excel_import,Salary,monthly salary - hcl salary
2024-03-01,Monthly salary - Employer Pvt Ltd,Employer Pvt Ltd,116100.0,income,NEFT,manual,Salary,monthly salary - employer pvt ltd
2024-03-01,Monthly salary - HCL Salary,HCL Salary,98400.0,income,NEFT,excel_import,Salary,monthly salary - hcl salary
2024-03-01,UPI-Byju's-13137,Byju's,4649.82,expense,Card,manual,Education,upi-byjus-13137
2024-03-02,Auto Rickshaw recharge,Auto Rickshaw,1563.7,expense,Cash,excel_import,Transport,auto rickshaw recharge
2024-03-02,Nykaa order #91257,Nykaa,1433.03,expense,UPI,csv_import,Shopping,nykaa order #91257
2024-03-02,Grocery - Spencer's,Spencer's,4127.72,expense,Card,manual,Groceries,grocery - spencers
2024-03-02,Starbucks order #21432,Starbucks,1066.9,expense,UPI,excel_import,Food,starbucks order #21432
2024-03-02,Reliance Trends purchase,Reliance Trends,984.29,expense,UPI,manual,Shopping,reliance trends purchase
2024-03-02,Local Salon service,Local Salon,1628.55,expense,Card,manual,Personal Care,local salon service
2024-03-02,UPI-Haldiram's-32603,Haldiram's,929.24,expense,Card,csv_import,Food,upi-haldirams-32603
2024-03-03,Fuel - Ola,Ola,1851.96,expense,UPI,excel_import,Transport,fuel - ola
2024-03-03,SonyLIV subscription,SonyLIV,471.78,expense,Card,excel_import,Entertainment,sonyliv subscription
2024-03-03,Vistara hotel booking,Vistara,2161.45,expense,Card,manual,Travel,vistara hotel booking
2024-03-03,UPI-GOIBIBO-35136,Goibibo,16288.55,expense,Card,excel_import,Travel,upi-goibibo-35136
2024-03-03,Myntra online shopping,Myntra,6405.41,expense,Card,excel_import,Shopping,myntra online shopping
2024-03-04,LPG Gas Agency bill payment,LPG Gas Agency,256.7,expense,Auto Debit,manual,Bills & Utilities,lpg gas agency bill payment
2024-03-05,1mg medicines,1mg,3994.78,expense,Cash,csv_import,Healthcare,1mg medicines
2024-03-05,Payment to Local Salon,Local Salon,2204.93,expense,UPI,manual,Personal Care,payment to local salon
2024-03-05,Local Restaurant food delivery,Local Restaurant,813.52,expense,Cash,manual,Food,local restaurant food delivery
2024-03-05,Payment to BookMyShow,BookMyShow,538.16,expense,Card,csv_import,Entertainment,payment to bookmyshow
2024-03-05,Netmeds consultation fee,Netmeds,1672.08,expense,UPI,csv_import,Healthcare,netmeds consultation fee
2024-03-06,Metro Card Recharge booking,Metro Card Recharge,1627.18,expense,Card,excel_import,Transport,metro card recharge booking
2024-03-06,UPI-KFC-24544,KFC,770.96,expense,Cash,csv_import,Food,upi-kfc-24544
2024-03-06,IKEA order #56665,IKEA,3647.24,expense,UPI,manual,Shopping,ikea order #56665
2024-03-06,Blinkit delivery,Blinkit,1245.99,expense,Cash,manual,Groceries,blinkit delivery
2024-03-06,Payment to Cult.fit,Cult.fit,2795.46,expense,Card,manual,Personal Care,payment to cultfit
2024-03-06,Fuel - Ola,Ola,1335.31,expense,UPI,excel_import,Transport,fuel - ola
2024-03-06,Ola recharge,Ola,758.72,expense,Cash,manual,Transport,ola recharge
2024-03-06,KFC order #37275,KFC,463.21,expense,Cash,manual,Food,kfc order #37275
2024-03-06,Grocery - Local Kirana Store,Local Kirana Store,2544.86,expense,UPI,csv_import,Groceries,grocery - local kirana store
2024-03-07,Zepto monthly groceries,Zepto,3004.74,expense,Card,excel_import,Groceries,zepto monthly groceries
2024-03-07,Ola booking,Ola,2389.1,expense,Card,excel_import,Transport,ola booking
2024-03-07,Payment to Lakme Salon,Lakme Salon,2493.55,expense,UPI,manual,Personal Care,payment to lakme salon
2024-03-07,UPI-SonyLIV-58171,SonyLIV,1434.38,expense,Card,manual,Entertainment,upi-sonyliv-58171
2024-03-08,Grocery - Zepto,Zepto,1043.73,expense,Card,excel_import,Groceries,grocery - zepto
2024-03-08,Local Restaurant dine in,Local Restaurant,316.3,expense,Cash,excel_import,Food,local restaurant dine in
2024-03-08,Payment to Local Clinic,Local Clinic,2020.12,expense,Cash,manual,Healthcare,payment to local clinic
2024-03-08,Payment to Fortis Hospital,Fortis Hospital,942.45,expense,Card,csv_import,Healthcare,payment to fortis hospital
2024-03-09,DMart order #43929,Unknown,684.68,expense,Cash,manual,Groceries,dmart order #43929
2024-03-09,Bharat Petroleum trip,Unknown,628.19,expense,Cash,csv_import,Transport,bharat petroleum trip
2024-03-09,Croma purchase,Croma,5644.74,expense,Net Banking,manual,Shopping,croma purchase
2024-03-09,SonyLIV subscription,SonyLIV,1438.62,expense,Net Banking,manual,Entertainment,sonyliv subscription
2024-03-09,BSES Electricity monthly bill,BSES Electricity,3347.09,expense,Auto Debit,csv_import,Bills & Utilities,bses electricity monthly bill
2024-03-09,Blinkit monthly groceries,Unknown,2655.18,expense,UPI,manual,Groceries,blinkit monthly groceries
2024-03-09,Subway online order,Subway,515.28,expense,Card,excel_import,Food,subway online order
2024-03-09,Library tuition fee,Library,10289.84,expense,Card,excel_import,Education,library tuition fee
2024-03-09,Rent - Landlord Transfer,Landlord Transfer,10724.21,expense,Net Banking,csv_import,Rent,rent - landlord transfer
2024-03-10,Cafe Coffee Day online order,Cafe Coffee Day,389.37,expense,UPI,excel_import,Food,cafe coffee day online order
2024-03-10,Payment to Unacademy,Unacademy,6776.17,expense,UPI,manual,Education,payment to unacademy
2024-03-10,Airbnb flight ticket,Airbnb,21702.17,expense,Card,csv_import,Travel,airbnb flight ticket
2024-03-11,Auto-debit Municipal Water Board,Municipal Water Board,3072.29,expense,UPI,csv_import,Bills & Utilities,auto-debit municipal water board
2024-03-11,DMart monthly groceries,DMart,4441.78,expense,Card,manual,Groceries,dmart monthly groceries
2024-03-11,Auto Rickshaw trip,Auto Rickshaw,2198.63,expense,Card,csv_import,Transport,auto rickshaw trip
2024-03-12,Bharat Petroleum ride payment,Bharat Petroleum,2269.15,expense,Cash,excel_import,Transport,bharat petroleum ride payment
2024-03-12,Spencer's order #58741,Spencer's,3842.37,expense,Cash,excel_import,Groceries,spencers order #58741
2024-03-12,UPI-Apollo Pharmacy-21195,Apollo Pharmacy,3402.9,expense,Card,csv_import,Healthcare,upi-apollo pharmacy-21195
2024-03-12,Coursera subscription,Coursera,7727.7,expense,UPI,excel_import,Education,coursera subscription
2024-03-12,Airbnb hotel booking,Airbnb,23798.55,expense,Net Banking,excel_import,Travel,airbnb hotel booking
2024-03-13,UPI-Haldiram's-82350,Haldiram's,608.89,expense,UPI,excel_import,Food,upi-haldirams-82350
2024-03-13,UPI-Local Restaurant-86124,Local Restaurant,967.52,expense,Cash,csv_import,Food,upi-local restaurant-86124
2024-03-13,UPI-OYO Rooms-27707,OYO Rooms,16294.85,expense,Net Banking,excel_import,Travel,upi-oyo rooms-27707
2024-03-13,UPI-Jio-61398,Jio,3493.45,expense,UPI,csv_import,Bills & Utilities,upi-jio-61398
2024-03-13,School Fee Office course fee,School Fee Office,4740.96,expense,UPI,csv_import,Education,school fee office course fee
2024-03-13,Dominos food delivery,Dominos,723.96,expense,UPI,csv_import,Food,dominos food delivery
